Vertices: 2394385
Edges: 5021410
Elapsed time for processing: 418.7485749721527 secs.
Number of superbubbles found: 4737.
<1000229,1621777>
<1058449,1058450>
<1058610,1490109>
<1058646,1058647>
<1059897,1059898>
<1060059,1060060>
<1062018,1062019>
<1063125,1063126>
<1063492,1063493>
<1063495,2241802>
<1065044,1065045>
<1065059,1065060>
<1065530,1065531>
<106559,106560>
<1065773,1065774>
<1066081,2158053>
<1066120,1066121>
<1066239,1066240>
<1066730,1066731>
<1066872,1066873>
<1066878,1066879>
<1066933,1066934>
<106748,106749>
<1067837,1067838>
<1068024,1342840>
<1068599,1896683>
<1068987,1068988>
<106930,741915>
<1069321,1069322>
<1069891,1069736>
<1069993,1069994>
<1070219,1070220>
<1070484,963734>
<107123,107124>
<1071589,1071590>
<1071806,1076587>
<1071998,1071999>
<1072636,1353625>
<1072880,1472703>
<107326,1173575>
<1073982,1158568>
<1074179,1301033>
<1074273,1074274>
<1074869,1081307>
<1075783,1075784>
<1076045,1574766>
<1076143,1454175>
<1076459,1076460>
<1076662,1076663>
<1076847,1356195>
<1077377,1079105>
<107785,1264380>
<1078261,890360>
<1078436,1078437>
<1078740,2142180>
<1078963,1327327>
<1079421,2243785>
<1079796,1079797>
<107997,2011074>
<1080002,1080003>
<1080138,1080139>
<1080146,1080147>
<1080332,1080333>
<1080620,1606917>
<1080685,1080686>
<1080907,1080908>
<1081476,1088960>
<1081962,1196122>
<1082622,1082623>
<1082817,1082818>
<1083969,1151526>
<1086836,1492905>
<108744,897824>
<108757,108758>
<1088053,1088054>
<1088086,1088087>
<1088296,1088297>
<1088781,1158883>
<1089602,1089603>
<1090330,1090345>
<1090489,1090490>
<109121,111404>
<109150,109151>
<1091780,1091781>
<1092377,1644949>
<1092457,1092458>
<1092881,1092882>
<1093785,1093786>
<1093880,1771017>
<1094283,1142161>
<1094569,1094570>
<1095035,1095036>
<1095339,1095340>
<1095912,1104888>
<1096015,1096016>
<1096154,1096155>
<1096732,1096733>
<1096973,1096974>
<1097034,1097035>
<109715,109716>
<1097314,1097315>
<1098081,1148231>
<1098556,2357776>
<1098571,1098572>
<109955,394562>
<1099616,1099617>
<1100397,1102553>
<1100415,1100416>
<110054,110055>
<1100598,1100599>
<1101063,1101064>
<1101494,1101495>
<110155,110204>
<1101590,1101591>
<110239,2520>
<1102475,1394886>
<1103381,1545602>
<1103575,1103576>
<1103948,1108906>
<1103961,1103962>
<110477,115971>
<1105834,1105845>
<110646,110647>
<1110326,1110327>
<1110547,1110548>
<1111437,1111438>
<1111524,1111525>
<1112165,1193420>
<1112389,1669314>
<1112527,1450014>
<1112787,1112788>
<1113059,1158054>
<1113694,1113695>
<1113951,1113952>
<1114001,1114002>
<1114636,1372574>
<1114964,2187071>
<1115843,1115844>
<1115865,1115866>
<1115889,1118994>
<1115975,1241979>
<1116232,2343454>
<111642,327312>
<1116498,1116499>
<1116888,1116889>
<1117139,1182754>
<1118362,1118363>
<1118421,1118422>
<1118819,1118820>
<1119141,1119142>
<1119282,1667850>
<111931,111932>
<1119491,1119492>
<1119795,1119796>
<1119833,1119834>
<1121051,1121052>
<1121469,1925746>
<1121509,1574406>
<1122009,1122010>
<1122717,1159372>
<1122808,1354102>
<1122931,1482594>
<1123078,1123079>
<1123600,1739348>
<1123618,1123619>
<112412,799949>
<1124517,1124518>
<1127548,1127549>
<1127733,1191170>
<1128850,1128851>
<1128887,1128888>
<1129002,1129003>
<1129147,1129148>
<1129477,1129478>
<1129862,1383318>
<1130329,1130330>
<113067,113068>
<1131573,1131574>
<113207,113208>
<113213,113214>
<1133151,1184232>
<1135497,1135498>
<1135709,1135710>
<1136219,2194588>
<1136222,1136223>
<1136438,1719659>
<1136532,1204358>
<1136669,1136670>
<1136948,1136949>
<1137990,1233543>
<11384,11385>
<1139590,1139591>
<1140866,1141177>
<1141397,1141398>
<114161,153831>
<1141898,1141899>
<1142042,1222469>
<1142375,1142376>
<1142500,1142501>
<1143224,1854905>
<1143495,1143496>
<1143995,1143996>
<1144399,1144400>
<1146061,1148178>
<1146350,1146351>
<1146846,1146847>
<1146851,1146852>
<1148698,1148699>
<114947,127081>
<1149995,1149996>
<1150582,1150583>
<1151536,1257183>
<1151567,1151568>
<1151573,1151574>
<115168,1562434>
<1151808,1195296>
<1151993,1228048>
<1152167,1214705>
<1152243,1154732>
<1152464,1152465>
<1153272,1540490>
<1153545,1239089>
<1154259,1154260>
<115427,118575>
<1154550,1154551>
<1154812,1216617>
<115512,115513>
<1155388,1155389>
<1155466,1171439>
<1156068,1350833>
<1156459,1156460>
<1156516,1157874>
<1157333,1157334>
<1157400,1207878>
<1157495,1157496>
<1158298,1452794>
<1158398,1158399>
<1159259,1159260>
<115959,115960>
<115981,115982>
<1159856,1159857>
<1159973,1127293>
<1160150,1666600>
<1160520,1160521>
<1161307,1161308>
<1161402,1161403>
<1161453,2000770>
<1161702,2073704>
<1162310,1381069>
<1163091,1181205>
<1163221,2167097>
<116330,116331>
<1163473,1163474>
<1163700,2144635>
<1164512,1164513>
<1164724,1394623>
<1164822,1164823>
<1164928,1168471>
<1165281,1165282>
<1165396,1165397>
<116569,132420>
<1166410,1166411>
<1167369,1167370>
<1167442,1167443>
<1167734,1167735>
<1168189,1168190>
<1168534,1168535>
<1171241,1171242>
<1171413,1171414>
<1171471,1224433>
<1171494,1438962>
<1171582,1171583>
<1171592,1171593>
<1171636,1171637>
<1171687,1171688>
<1172134,1172135>
<1172423,1172424>
<1172599,1172600>
<1172914,1172915>
<1172947,1196120>
<1173166,1173167>
<1173879,1173880>
<1173985,1173986>
<1174798,2283702>
<1174876,1174877>
<1175000,1175001>
<117505,971168>
<1175728,1324648>
<1175818,1175819>
<1176513,1176514>
<1176643,1176644>
<1177793,1177794>
<1178082,1178083>
<1178351,1178352>
<1178524,1178525>
<1178992,1179005>
<1180271,1295936>
<118074,248480>
<1180828,1935914>
<1180972,1192196>
<1181620,1181621>
<1181678,1181679>
<1181705,1971604>
<1182383,1182384>
<1182490,1185598>
<1182751,1307572>
<1182877,1182878>
<1183455,1183456>
<1183633,1183634>
<1184278,1184279>
<1184290,1185270>
<1184364,1184365>
<1184711,1184712>
<1185158,1222304>
<1185256,1198992>
<118563,118564>
<1185691,1185692>
<1185925,1185926>
<1187006,1187007>
<1187401,1187402>
<1187479,1187480>
<1187676,1516735>
<1187705,1187706>
<1188063,1400201>
<1188637,1188638>
<118967,118968>
<1189700,1189701>
<1189892,1189893>
<1190609,1190610>
<1190716,1171022>
<1190822,1190823>
<1190933,1190934>
<1191255,1191256>
<1191862,1291552>
<1192450,1192451>
<1193168,1193169>
<1194023,1194024>
<1194942,1588586>
<1195178,1195179>
<1195224,1195225>
<1195261,1195262>
<1195705,1195706>
<1196128,1197191>
<1196195,1196196>
<1196391,1196396>
<1196406,1196407>
<1197710,1414508>
<1197905,1197906>
<1198001,1213980>
<1198067,1198068>
<1198500,1198501>
<1198884,1198885>
<1198995,1198996>
<1199212,1199213>
<119974,932880>
<1200230,1509084>
<1201390,1201391>
<1201531,1260142>
<1201609,1795550>
<1201882,1201883>
<1201934,1201935>
<1202008,1263052>
<120231,1237913>
<1202541,1202542>
<1203040,1203041>
<1203091,1231194>
<1203779,1203780>
<1204032,1733175>
<1204924,1205324>
<1205178,1139596>
<1205339,1205340>
<1205376,1226525>
<1205711,1205712>
<1205797,1205798>
<1206056,1206057>
<1206161,1206162>
<1206170,1206171>
<1206172,1206173>
<1206312,1206313>
<1206409,2174817>
<1206756,1206757>
<1206841,1206842>
<1206919,1206931>
<1206983,1206984>
<120700,120701>
<1207949,1207950>
<1209876,1687601>
<1210849,1448166>
<1210889,1210890>
<1210946,1210952>
<1211129,1211130>
<1211524,1236209>
<1211967,1211968>
<121208,121209>
<1212830,1216696>
<1212936,1421181>
<1212965,1212966>
<121328,121329>
<1213369,1213370>
<1213477,1074127>
<1213638,1213639>
<121381,130944>
<1213825,1213826>
<1214017,1235569>
<1214199,1214200>
<1214835,1220377>
<1214996,1214997>
<1215643,1215847>
<1215797,1215798>
<1216346,1392823>
<121703,121704>
<121710,130890>
<1217202,1217203>
<1217523,1214793>
<1217620,1217621>
<1217992,1217993>
<1218445,1218446>
<1218684,1218685>
<1218896,1784178>
<1219412,1219413>
<1220039,1220040>
<1220182,1583761>
<1220286,1220287>
<1221044,1221045>
<1221210,1221211>
<12214,12215>
<1221838,1221839>
<1221890,1221891>
<1222148,1369938>
<1222260,1222261>
<1222600,1222601>
<1222664,1748482>
<1223387,1226020>
<1224054,1224055>
<1224325,1224339>
<1224431,1339003>
<1224436,1224454>
<1226105,1226106>
<1226618,1226619>
<1226839,1226840>
<1226967,1355713>
<1227083,1227084>
<1227140,1227141>
<1227445,1396242>
<1227546,1227547>
<1227865,1227866>
<1227992,1227993>
<1228016,1228017>
<1228063,1228064>
<1228188,1228189>
<1228218,1228219>
<1229108,1550377>
<1229861,1232966>
<1230032,1230033>
<1230073,1339646>
<1230595,1230596>
<1230672,1428498>
<1230891,1230892>
<1231249,1231250>
<1231465,1231466>
<1231507,1231605>
<1231843,1231844>
<1232016,1240405>
<1233966,1233967>
<1234158,2109717>
<1234504,1234505>
<1234676,1301307>
<1234702,1234703>
<1234942,1234943>
<1235010,1235011>
<123521,123522>
<1235718,1235719>
<123646,127702>
<1236587,1236588>
<1237019,1237020>
<1238426,1238871>
<1238620,1238621>
<1238945,1238946>
<1239255,1239256>
<1239535,1239536>
<1239601,1239602>
<1239900,1239901>
<1240475,1240476>
<1240805,1263091>
<1240811,1240812>
<1240914,1240915>
<1241448,1241449>
<1241504,1241505>
<1242109,1242110>
<12424,1643659>
<1242628,1242629>
<1242727,1242728>
<124387,124388>
<1243885,1243886>
<1244138,1557515>
<1244669,1244670>
<1244920,1245314>
<1244961,1244962>
<1245100,1245101>
<1245379,1245380>
<1245528,1245529>
<1245943,1253898>
<1246150,1246151>
<124623,124624>
<1246265,1242934>
<1246620,1246621>
<124739,124740>
<1247391,1247392>
<1247532,2010508>
<1247909,1247910>
<1248414,1248424>
<1248980,1248981>
<124914,124915>
<1249472,1249473>
<1249853,1873808>
<124986,708140>
<1250070,1196563>
<1250201,1250202>
<1250291,1250292>
<1250783,1250784>
<1250893,1269973>
<1251079,1328255>
<1251457,1251458>
<125152,1972979>
<1252109,1252110>
<1252210,1288320>
<1252476,1252477>
<125262,1528208>
<1252939,1252940>
<1253036,2186156>
<1253057,1253058>
<1253569,1253570>
<1253571,1253572>
<1253787,1253788>
<1254794,1254795>
<1254931,1254932>
<1255148,1255149>
<1255678,2371993>
<125642,125643>
<12566,12567>
<1256819,1256820>
<1257432,1294283>
<1258044,1258045>
<1258096,1258097>
<1258308,1258309>
<1258677,1258678>
<1260160,1260161>
<1260491,1260492>
<1260695,1260696>
<1260743,1260744>
<1260857,1260858>
<1261464,1261465>
<1261909,1261910>
<1262188,1262189>
<1262236,1692335>
<1262415,1266829>
<1262425,1262426>
<1262545,1262546>
<1262860,1262861>
<1263152,1263153>
<1263325,1263326>
<1263737,1263738>
<1264048,1264049>
<1264201,1379059>
<1264251,1264252>
<1264751,1264752>
<126520,126521>
<1265202,1265203>
<1265240,1277355>
<1265338,1299327>
<1265541,1265542>
<1265788,1275771>
<126588,126589>
<1265934,1265935>
<1266095,1266096>
<1266348,1266349>
<1266693,1676252>
<1266776,1269392>
<1266991,1266992>
<1267194,1267195>
<1267487,1787665>
<1267543,1267550>
<1267869,1267870>
<1268599,1331221>
<1268713,1268714>
<1268810,1268811>
<1268864,1277094>
<126922,126923>
<1269412,1269413>
<1269920,1269921>
<1270155,1290627>
<127019,493551>
<1270475,1270476>
<127083,127084>
<127169,127170>
<1272048,1663082>
<1272064,1272082>
<1272340,2335522>
<1272851,1272852>
<1272866,1272867>
<1273021,1273022>
<1273499,1273500>
<1274266,1274267>
<1274335,1274336>
<1275149,1275150>
<1275212,1275213>
<127584,1868103>
<1275988,1275989>
<1276197,1276198>
<1276337,1374557>
<1276453,1641105>
<1276595,1686294>
<1276920,1290410>
<1277310,1541570>
<1277738,1353498>
<1277747,1277748>
<1278062,1278063>
<1278342,1278343>
<1278412,1278413>
<1279147,1279148>
<1279168,1279169>
<1279254,1279255>
<1279338,1683850>
<1279347,1279348>
<1279366,2045672>
<1279841,1279842>
<1281002,1281003>
<1281229,1281230>
<1281456,1281457>
<1282385,1282386>
<1282965,1311024>
<1283589,1340624>
<1283903,1283904>
<1283921,1283922>
<1284324,1284325>
<1284642,1284643>
<128465,2334927>
<128518,130828>
<1285460,1286458>
<1285600,1859104>
<1285988,1285989>
<128631,1394060>
<1287665,1287666>
<1288150,1288151>
<1288805,1288806>
<1288919,1288920>
<1290814,1290815>
<1291213,1291214>
<1291347,1291348>
<1291612,1291613>
<1291647,1291648>
<129168,129169>
<1292421,1292422>
<1293721,1293722>
<1294580,1294581>
<1294837,1294838>
<1294898,1398208>
<1295653,1295654>
<1295803,1311286>
<1295879,1295880>
<1296019,1296020>
<129642,129643>
<1296642,1296643>
<1297036,1297037>
<1297950,1297951>
<129865,129866>
<1298856,1298857>
<1298920,1298921>
<1299067,1299068>
<1299294,1299295>
<1299373,1302660>
<1299381,1299382>
<1299425,1299426>
<1299474,1299475>
<1299494,1299504>
<1299796,1299797>
<1299871,1303732>
<1300720,1300721>
<1301228,1301229>
<1301377,1301618>
<1302458,1302459>
<1302911,1302912>
<1303135,1303136>
<1303143,1303144>
<130359,130360>
<1303966,1303967>
<1304186,1384695>
<1305877,1305878>
<1306454,1306455>
<130712,448847>
<1307162,1307163>
<1307201,1307256>
<1307321,1322272>
<1307850,1307851>
<1308489,1308490>
<1308517,1308518>
<1308765,1308766>
<1308931,1769121>
<1309900,1309901>
<1310206,1310207>
<1310853,1310854>
<1311479,1311547>
<1311524,1329284>
<1311930,2268522>
<1312650,1353787>
<1312724,1312725>
<1312899,1449991>
<1312993,1312994>
<1313113,1548366>
<1313122,1313123>
<1313288,1313289>
<13133,13134>
<1313418,1789047>
<1313741,1334330>
<131400,191316>
<1314928,1314929>
<131508,131509>
<1315568,1315569>
<131605,131606>
<1316140,1316141>
<1316943,1316944>
<131736,459421>
<1318080,1762029>
<1318208,1318209>
<1318218,1318219>
<1318252,1318261>
<1318426,1318427>
<1318557,1318558>
<1318841,2367586>
<1319065,1319066>
<13192,13193>
<1320596,1320597>
<1320862,1320863>
<1321403,1321404>
<1321463,1321464>
<1321480,1539549>
<1321641,1321642>
<1322522,1322523>
<1322566,1322567>
<1322918,1322919>
<1323012,1323013>
<1323796,1421055>
<1324640,1324641>
<1325122,1325123>
<1325245,1325246>
<1325998,1325999>
<1326321,1326322>
<132637,132638>
<1326869,1326870>
<1327223,1327224>
<1327466,1327467>
<1328616,1328617>
<1328810,1328811>
<132895,132896>
<1329375,1329376>
<1330314,1330315>
<1330459,1330460>
<1330474,1330475>
<1330549,1330550>
<1330596,1330597>
<1330655,1330656>
<1331368,1331369>
<1331517,1351036>
<1332322,1332323>
<1333144,1333145>
<1333408,1333409>
<1333458,1333459>
<1334885,1334886>
<1334919,1334920>
<1335192,1335193>
<1335198,1335199>
<1335343,1738626>
<1335511,1546038>
<1336894,1336895>
<1337154,1337155>
<1337493,1337494>
<1337500,1337501>
<1338110,1383305>
<1338121,1440915>
<1338638,1338639>
<1339922,1430084>
<1340195,1340196>
<1340417,1340418>
<1341422,1341423>
<134149,159990>
<1341658,1341659>
<1341983,1341984>
<13421,543125>
<1342405,1342406>
<1342453,1342454>
<1343240,1343241>
<1343744,1371202>
<1344055,1344056>
<1344110,1513940>
<1344453,1344454>
<1344454,1345279>
<1345435,1348862>
<1345563,1345564>
<1345775,1345776>
<1345836,1605125>
<1345933,1345934>
<1346646,1346647>
<1347205,1347750>
<1347231,1347232>
<134744,134745>
<1347968,1347973>
<1348391,1348392>
<1349097,1349098>
<1350054,1597551>
<1350560,1350561>
<1350640,1350641>
<1350941,1526963>
<1351689,1351690>
<1352073,1352074>
<1352152,1352153>
<1352166,1352167>
<1352528,1393098>
<1352921,1352922>
<1353333,1353334>
<1353684,1353685>
<1353758,1353759>
<1353801,1432799>
<1354217,1354218>
<1354619,1354620>
<1354945,1354946>
<1355776,1355777>
<1355881,1355882>
<1356370,1380254>
<1357342,1357343>
<1357944,1357945>
<1358693,1358694>
<1359340,1359341>
<135946,137658>
<1359472,1707503>
<1359956,1359957>
<1360168,1462608>
<1360363,1360364>
<1361137,1361138>
<1361317,1361318>
<1361860,1612669>
<1361945,1361946>
<1361960,1361961>
<1362024,1362025>
<1362376,1362377>
<1362912,1362913>
<136361,710806>
<1364473,1364474>
<1364629,1513863>
<1366400,1366401>
<1366458,1366459>
<1366858,1366859>
<1366966,1366967>
<1367046,1367047>
<136727,581473>
<1367668,1367669>
<1367938,1367939>
<1368195,1755349>
<1368296,1368297>
<1368651,1772960>
<1368767,1539996>
<1369695,1369696>
<1371024,1394306>
<1371247,1371248>
<1371281,1371282>
<1371456,1371457>
<13715,13716>
<1371648,1371649>
<137169,481012>
<1371760,833753>
<1372851,1372852>
<1372978,1764108>
<1373382,1373383>
<13737,13738>
<1374769,1577375>
<1375518,1375519>
<1375844,1375845>
<137588,167097>
<1376075,1749430>
<1376236,1376237>
<1376405,1379186>
<1377116,1377117>
<1377121,1377122>
<1377262,1377263>
<13773,13774>
<1378177,1427441>
<1378352,1378353>
<1378467,1378468>
<1379194,1379195>
<1379567,1379568>
<1381714,1381715>
<1381724,1381725>
<1381983,1381984>
<1382203,1382204>
<1382383,1382384>
<1382721,1382722>
<138346,659669>
<1383575,1383576>
<1383671,1383672>
<1383708,1383709>
<1384484,1467880>
<1384590,1384591>
<138479,420679>
<1384898,1384899>
<1384962,1384963>
<1385143,1385144>
<1385232,1385233>
<1386183,1386260>
<1387062,1387063>
<1387209,1387210>
<1387466,1387467>
<138788,2153264>
<138802,138803>
<1388074,1388075>
<1388095,1388096>
<1388100,1388101>
<1388682,1388683>
<1390016,1390017>
<1390051,1390052>
<1390135,1390136>
<1390155,1390156>
<1390394,1390395>
<1391004,1391005>
<1391391,1391392>
<1392778,1392779>
<139282,186248>
<1392970,1392971>
<1393251,1393252>
<1394564,1394565>
<1394606,1394607>
<1395069,1395070>
<1395319,1395320>
<1395576,1435971>
<1395752,1720371>
<1396207,1396208>
<1396232,1396233>
<139673,1229806>
<1397106,1397107>
<1397112,1397113>
<1397632,1397633>
<1398176,1462336>
<1398313,1414834>
<1398484,1398485>
<1398740,1398741>
<139922,139923>
<1399608,1403670>
<1399711,1399712>
<139974,691840>
<1400280,2368194>
<140036,140037>
<1400406,1400407>
<1401281,1401282>
<1401503,454175>
<1401747,2244334>
<140197,1875034>
<1402161,1423518>
<1402249,1402250>
<1402298,1475343>
<1402347,1402348>
<1402598,1402599>
<1402845,1402846>
<1402963,1403177>
<1403147,1403148>
<1403649,1403650>
<1404151,1477731>
<140482,140977>
<1405105,1410996>
<1406023,1406024>
<1406182,1406183>
<1406716,1406717>
<1406749,1715846>
<1407035,1407036>
<1407135,1407136>
<1407339,1407340>
<1408138,1547115>
<1408368,1408369>
<1408598,1408599>
<1408719,1408720>
<1409266,1409267>
<1409425,1597458>
<1409665,1409666>
<1409947,1195912>
<1410142,1410143>
<1410252,1410253>
<1410270,1410271>
<1410302,2127707>
<1410586,1410587>
<1410610,1410611>
<1411156,1411157>
<1411416,1411417>
<141148,141149>
<1411696,1411697>
<1411790,1411791>
<1412597,1800688>
<1412791,1412792>
<1413162,2129356>
<1413644,1413645>
<1413860,1413861>
<141439,141440>
<141509,754155>
<1415114,1415115>
<1415203,1679493>
<1415751,1415752>
<1415787,1415788>
<1416111,1416112>
<1416214,1934626>
<1416548,1416549>
<1417032,1417033>
<1417240,1417241>
<1417269,1417438>
<1417696,1417697>
<1418003,1418004>
<1418516,1418517>
<1418733,1950407>
<1418741,1418742>
<1418815,1418816>
<1418979,1418980>
<1419005,1419006>
<1419127,1419128>
<1419191,1419192>
<1419253,1419254>
<1419568,1419569>
<1420016,1420017>
<1420672,1420673>
<142081,142082>
<1420866,1420867>
<1422153,1494707>
<1422772,1422773>
<142292,147179>
<1423062,1423063>
<1423148,1423149>
<14232,14233>
<1423257,1423258>
<1423323,1423324>
<1423326,1423402>
<1424182,1424183>
<1424499,1424516>
<1424776,1436931>
<1424969,318957>
<142507,169055>
<142563,230650>
<1426399,1426400>
<1426499,1427373>
<1427332,1427333>
<1427568,1427569>
<1427789,1427790>
<1427886,1427887>
<1428400,1428401>
<1428493,1428494>
<1428509,1428510>
<1428959,1438700>
<142930,154199>
<1429770,1429771>
<1430274,1938130>
<1430823,1430824>
<1431043,1431044>
<1432250,1432251>
<1432356,1432357>
<1432831,1432832>
<1432858,1432859>
<143289,144451>
<1433293,1433294>
<1434136,1434137>
<1434303,1434304>
<143470,143471>
<1434710,1434711>
<1436223,1436224>
<143665,292218>
<1436816,1436817>
<1437020,1437021>
<1437371,1469553>
<1437615,1437616>
<1437778,1437779>
<1438370,1438371>
<143949,143950>
<1439954,1439955>
<1440044,1440045>
<1441232,1271947>
<1441594,1441595>
<1441955,1447008>
<1442676,1442677>
<1443453,1443454>
<1443834,1443835>
<1443864,1443865>
<1444642,1444643>
<1445198,1445199>
<1445264,1445265>
<1445415,1500218>
<1445789,1445790>
<144695,248725>
<1446981,1446982>
<1447396,1447397>
<1447565,1447566>
<1447853,1447854>
<1447876,1460099>
<1449533,1449534>
<1450087,653993>
<1450451,1450452>
<1450587,1499652>
<1451925,1451926>
<1454039,1454040>
<1454042,1454043>
<1454220,1454243>
<1454382,1454386>
<1455323,1455324>
<1455737,1455738>
<1455793,1455794>
<1455834,1455835>
<145613,236933>
<1456204,1456205>
<1456457,1456458>
<1456670,1456671>
<1456941,1456942>
<1457269,1637436>
<145736,156275>
<1458007,1458022>
<1458086,1458087>
<1458208,1458209>
<1459399,1860306>
<1460366,1460367>
<1461395,1461396>
<146159,980100>
<1463204,1463205>
<1463622,1463623>
<146443,161968>
<1464555,1991888>
<14651,14652>
<1465477,1465478>
<1465717,2391710>
<1466013,1482905>
<1466548,1466549>
<1467072,1467073>
<1467559,1828618>
<1467637,1467638>
<1468585,1468586>
<1468912,1468913>
<146923,146924>
<1469747,1469748>
<1470168,1470169>
<1470315,1495794>
<1471130,1790367>
<1471693,1471694>
<1471875,2335003>
<1472296,1472297>
<1472561,2143390>
<1472563,1795387>
<1472933,1472934>
<1473424,1473425>
<1473658,2242185>
<1473759,1473760>
<1474992,1474993>
<1475468,259089>
<1476107,1476108>
<1476782,1476783>
<1477273,1477274>
<1478468,1478469>
<1478660,1478661>
<147950,727693>
<14796,51377>
<1479641,1479642>
<148063,1278291>
<1480886,1480887>
<1481861,1481862>
<148194,1127498>
<1482671,1482672>
<1483037,1483038>
<1483053,1483054>
<1483640,1483641>
<1483988,1483989>
<1484026,1484027>
<1484257,1484258>
<1484658,1484659>
<1484807,1484808>
<148673,162089>
<1486880,1486881>
<1487059,1487060>
<1487092,1487093>
<1488116,90206>
<1489867,1489868>
<149033,350550>
<1490856,1490857>
<1491403,1491404>
<149150,163548>
<1491574,1522531>
<1492614,1492615>
<1493028,1512184>
<1493039,1493040>
<1494185,1494186>
<1494317,1494318>
<1495230,1495231>
<1495501,1512174>
<1495670,1495671>
<1496017,1839147>
<1496063,1496064>
<1496107,1496108>
<1496336,1496337>
<149652,1127519>
<1498741,1498742>
<1499909,1499910>
<1500230,1500231>
<1500284,1500285>
<1502334,1502335>
<1502489,1502490>
<1502631,1502632>
<1502919,1502920>
<1503367,1503368>
<1503428,1503429>
<1503727,1503728>
<1504649,1504650>
<1504677,1504678>
<1505427,1505428>
<1505750,1505751>
<1505816,1505817>
<1506369,1506370>
<1507079,1507080>
<1507541,1595839>
<1508187,1508188>
<1508210,1572954>
<1508320,1965224>
<150836,151211>
<1508513,1508514>
<1508526,1508527>
<1508774,1508775>
<1509414,1509415>
<1509420,1509421>
<1509765,1509766>
<1512038,1514662>
<1512351,1512352>
<1512692,1539783>
<1513005,1513006>
<151308,151309>
<1513240,1589191>
<1513246,1513247>
<151382,151386>
<1514047,1514048>
<1514587,1523385>
<1514649,1514650>
<1514669,1514670>
<151476,882881>
<1515113,1515114>
<1515256,1294820>
<1515492,1515493>
<1515727,1515728>
<1516394,1582260>
<1516640,1516641>
<1516748,1516749>
